,Name,NetWorth,Country,Source,Rank,Age,Industry
1756,Vladimir Bogdanov,$1.8 B,Russia,oil,1750,69.0,Energy
1757,David Booth,$1.8 B,United States,mutual funds,1750,75.0,Finance & Investments
1758,Cai Mingtong,$1.8 B,China,electronic components,1750,69.0,Technology
1759,Yvon Chouinard,$1.8 B,United States,Patagonia,1750,82.0,Fashion & Retail
1760,Jack Cockwell,$1.8 B,Canada,"real estate, private equity",1750,80.0,Finance & Investments
1761,Kommer Damen,$1.8 B,Netherlands,shipbuilding,1750,77.0,Manufacturing
1762,D. Leopoldo Del Pino,$1.8 B,Spain,construction,1750,58.0,Construction & Engineering
1763,Jamie Dimon,$1.8 B,United States,banking,1750,65.0,Finance & Investments
1764,Robert Duggan,$1.8 B,United States,pharmaceuticals,1750,76.0,Healthcare
1765,Faruk Eczacibasi,$1.8 B,Turkey,"pharmaceuticals, diversified",1750,66.0,Diversified
1766,N. Murray Edwards,$1.8 B,Canada,oil & gas,1750,61.0,Energy
1767,Anthony Eisen,$1.8 B,Australia,fintech,1750,49.0,Finance & Investments
1768,Ali Erdemoglu,$1.8 B,Turkey,carpet,1750,61.0,Manufacturing
1769,James France,$1.8 B,United States,"Nascar, racing",1750,76.0,Sports
1770,Mario Gabelli,$1.8 B,United States,money management,1750,79.0,Finance & Investments
1771,Reinold Geiger,$1.8 B,Austria,beauty products,1750,73.0,Fashion & Retail
1772,Rolf Gerling,$1.8 B,Germany,insurance,1750,66.0,Finance & Investments
1773,Ali Ghodsi,$1.8 B,Sweden,data analytics,1750,42.0,Technology
1774,Carl Hansen,$1.8 B,Canada,biotech,1750,47.0,Healthcare
1775,He Xinming family,$1.8 B,China,ceramic,1750,65.0,Manufacturing
1776,William Heinecke,$1.8 B,Thailand,hotels,1750,71.0,Real Estate
1777,Brian Higgins,$1.8 B,United States,hedge funds,1750,56.0,Finance & Investments
1778,David Hindawi,$1.8 B,United States,software,1750,76.0,Technology
1779,Drew Houston,$1.8 B,United States,cloud storage service,1750,38.0,Technology
1780,Thomas James,$1.8 B,United States,finance,1750,78.0,Finance & Investments
1781,Stephen Jarislowsky,$1.8 B,Canada,money management,1750,95.0,Finance & Investments
1782,Jin Huiming,$1.8 B,China,real estate,1750,68.0,Real Estate
1783,Willis Johnson,$1.8 B,United States,damaged cars,1750,73.0,Automotive
1784,Dmitry Kamenshchik,$1.8 B,Russia,airport,1750,52.0,Service
1785,Ihor Kolomoyskyy,$1.8 B,Ukraine,"banking, investments",1750,58.0,Diversified
1786,Marc Lasry,$1.8 B,United States,hedge funds,1750,60.0,Finance & Investments
1787,Lee Boo-jin,$1.8 B,South Korea,Samsung,1750,50.0,Service
1788,Lei Jufang,$1.8 B,China,pharmaceuticals,1750,68.0,Healthcare
1789,Wolfgang Leitner,$1.8 B,Austria,engineering,1750,68.0,Construction & Engineering
1790,Li Rucheng,$1.8 B,China,apparel,1750,69.0,Fashion & Retail
1791,Vincent Lo,$1.8 B,Hong Kong,real estate,1750,72.0,Real Estate
1792,Juan Lopez-Belmonte Lopez & family,$1.8 B,Spain,pharmacueticals,1750,,Healthcare
1793,Lv Dalong,$1.8 B,China,telecom services,1750,59.0,Telecom
1794,Joao Roberto Marinho,$1.8 B,Brazil,media,1750,67.0,Media & Entertainment
1795,Jose Roberto Marinho,$1.8 B,Brazil,media,1750,65.0,Media & Entertainment
1796,Roberto Irineu Marinho,$1.8 B,Brazil,media,1750,73.0,Media & Entertainment
1797,Miao Shouliang,$1.8 B,China,real estate,1750,66.0,Real Estate
1798,Romano Minozzi,$1.8 B,Italy,"utilities, diversified",1750,86.0,Diversified
1799,Nick Molnar,$1.8 B,Australia,fintech,1750,30.0,Finance & Investments
1800,Oei Hong Leong,$1.8 B,Singapore,investments,1750,73.0,Finance & Investments
1801,Kazuo Okada,$1.8 B,Japan,casinos,1750,78.0,Gambling & Casinos
1802,John Oyler,$1.8 B,United States,biotech,1750,53.0,Healthcare
1803,Husnu Ozyegin,$1.8 B,Turkey,"finance, diversified",1750,76.0,Finance & Investments
1804,Tor Peterson,$1.8 B,United States,commodities,1750,56.0,Metals & Mining
1805,Jorge Pinheiro Koren de Lima,$1.8 B,Brazil,"hospitals, health insurance",1750,48.0,Healthcare
1806,Candido Pinheiro Koren de Lima Junior,$1.8 B,Brazil,"hospitals, health insurance",1750,50.0,Healthcare
1807,Pu Zhongjie & family,$1.8 B,China,medical equipment,1750,58.0,Healthcare
1808,Qin Long,$1.8 B,China,tire,1750,55.0,Manufacturing
1809,Alvaro Saieh Bendeck,$1.8 B,Chile,banking,1750,71.0,Finance & Investments
1810,Glenn Sanford,$1.8 B,United States,real estate brokerage,1750,54.0,Real Estate
1811,Leonard Schleifer,$1.8 B,United States,pharmaceuticals,1750,68.0,Healthcare
1812,Shang Xiaobo & family,$1.8 B,China,Manufacturing,1750,47.0,Manufacturing
1813,Shi Wen-long,$1.8 B,Taiwan,plastics,1750,93.0,Manufacturing
1814,Shi Yifeng,$1.8 B,China,medical cosmetics,1750,47.0,Healthcare
1815,Sergei Studennikov,$1.8 B,Russia,"liquor stores, supermarkets",1750,54.0,Fashion & Retail
1816,Sun Guangxin,$1.8 B,China,diversified,1750,58.0,Diversified
1817,Henry Swieca,$1.8 B,United States,hedge funds,1750,63.0,Finance & Investments
1818,Tan Yu Yeh,$1.8 B,Malaysia,retail,1750,50.0,Fashion & Retail
1819,Torbjorn Tornqvist,$1.8 B,Sweden,oil trading,1750,67.0,Energy
1820,Martin Viessmann,$1.8 B,Germany,heating and cooling equipment,1750,67.0,Manufacturing
1821,Wang Lizhan,$1.8 B,China,sauce,1750,,Food & Beverage
1822,Wei Lidong & family,$1.8 B,China,software,1750,45.0,Technology
1823,Kanye West,$1.8 B,United States,"music, sneakers",1750,43.0,Fashion & Retail
1824,Wu Bo,$1.8 B,China,machinery,1750,66.0,Manufacturing
1825,Wu Kaiting,$1.8 B,Hong Kong,electronics,1750,51.0,Telecom
1826,Wu Xushun & family,$1.8 B,China,internet,1750,72.0,Diversified
1827,Xu Guozhong & family,$1.8 B,China,Motors,1750,57.0,Manufacturing
1828,Yang Tingdong,$1.8 B,China,brewery,1750,60.0,Food & Beverage
1829,Zhang Xuexin & family,$1.8 B,China,aluminum,1750,73.0,Metals & Mining
1830,Zhang Yubai,$1.8 B,China,wine,1750,56.0,Food & Beverage
1831,Zhao Weiguo,$1.8 B,China,IT products,1750,54.0,Technology
1832,Chirayu Amin,$1.7 B,India,pharmaceuticals,1833,74.0,Healthcare
1833,Marc Andreessen,$1.7 B,United States,venture capital investing,1833,49.0,Finance & Investments
1834,Vasily Anisimov,$1.7 B,Russia,real estate,1833,69.0,Metals & Mining
1835,Sabrina Benetton,$1.7 B,Italy,"fashion retail, investments",1833,47.0,Fashion & Retail
1836,Nicolas Berggruen,$1.7 B,United States,investments,1833,59.0,Finance & Investments
1837,Alex Birkenstock,$1.7 B,Germany,shoes,1833,52.0,Fashion & Retail
1838,Christian Birkenstock,$1.7 B,Germany,shoes,1833,48.0,Fashion & Retail
1839,Henadiy Boholyubov,$1.7 B,Ukraine,"banking, investments",1833,59.0,Diversified
1840,Peter Buck,$1.7 B,United States,Subway sandwich shops,1833,90.0,Food & Beverage
1841,Saket Burman,$1.7 B,United Kingdom,consumer goods,1833,44.0,Food & Beverage
1842,Stewart Butterfield,$1.7 B,Canada,messaging software,1833,48.0,Technology
1843,Giuliana Caprotti,$1.7 B,Italy,supermarkets,1833,80.0,Food & Beverage
1844,Marina Caprotti,$1.7 B,Italy,supermarkets,1833,43.0,Food & Beverage
1845,R.G. Chandramogan,$1.7 B,India,dairy,1833,72.0,Food & Beverage
1846,Richard Chang,$1.7 B,Taiwan,"real estate, electronics",1833,74.0,Real Estate
1847,Chao Teng-hsiung,$1.7 B,Taiwan,real estate,1833,76.0,Real Estate
1848,Chen Guoxiang & family,$1.7 B,China,real estate,1833,70.0,Real Estate
1849,Tony Chen,$1.7 B,Taiwan,electronics,1833,71.0,Technology
1850,Chen Wenyuan & family,$1.7 B,China,testing equipment,1833,53.0,Technology
1851,Chen Xueling,$1.7 B,China,stationery,1833,53.0,Manufacturing
1852,Cheng Xianfeng,$1.7 B,China,pharmaceuticals,1833,52.0,Healthcare
1853,Daniel Chiu,$1.7 B,Hong Kong,oil & gas,1833,60.0,Energy
1854,Ivan Chrenko,$1.7 B,Slovakia,real estate,1833,53.0,Real Estate
1855,Brunello Cucinelli & family,$1.7 B,Italy,fashion,1833,67.0,Fashion & Retail
1856,Alexandra Daitch,$1.7 B,United States,Cargill,1833,58.0,Food & Beverage
1857,Henry Engelhardt,$1.7 B,United States,insurance,1833,63.0,Finance & Investments
1858,Philip Fayer,$1.7 B,Canada,online payments,1833,,Finance & Investments
1859,David Feffer,$1.7 B,Brazil,pulp and paper,1833,64.0,Manufacturing
1860,Paul Foster,$1.7 B,United States,oil refining,1833,63.0,Energy
1861,Bernd Freier,$1.7 B,Germany,fashion retail,1833,64.0,Fashion & Retail
1862,Robert Friedland,$1.7 B,United States,mining,1833,70.0,Metals & Mining
1863,Giammaria Giuliani,$1.7 B,Switzerland,pharmaceuticals,1833,43.0,Healthcare
1864,G. Gnanalingam,$1.7 B,Malaysia,ports,1833,76.0,Logistics
1865,Christopher Goldsbury,$1.7 B,United States,salsa,1833,78.0,Food & Beverage
1866,Said Gutseriev,$1.7 B,Russia,"oil, retail",1833,32.0,Energy
1867,Chang-Woo Han & family,$1.7 B,Japan,pachinko parlors,1833,90.0,Gambling & Casinos
1868,John Hancock,$1.7 B,Australia,mining,1833,45.0,Metals & Mining
1869,Patrick Hanrahan,$1.7 B,United States,software,1833,65.0,Technology
1870,Christoph Henkel,$1.7 B,Germany,consumer goods,1833,63.0,Fashion & Retail
1871,Anurang Jain,$1.7 B,India,auto parts,1833,59.0,Manufacturing
1872,Devendra Jain,$1.7 B,India,chemicals,1833,92.0,Manufacturing
1873,Jia Tianjiang & family,$1.7 B,China,non-ferrous metals,1833,58.0,Metals & Mining
1874,Eric Jing,$1.7 B,China,e-commerce,1833,48.0,Technology
1875,Chatchai Kaewbootta,$1.7 B,Thailand,auto loans,1833,69.0,Finance & Investments
1876,Sergei Katsiev,$1.7 B,Russia,"retail, wholesale",1833,63.0,Fashion & Retail
1877,Kim Sang-yeol,$1.7 B,South Korea,construction,1833,60.0,Construction & Engineering
1878,Kagemasa Kozuki,$1.7 B,Japan,video games,1833,80.0,Technology
1879,Edward Lampert,$1.7 B,United States,Sears,1833,58.0,Finance & Investments
1880,Lee Joon-ho,$1.7 B,South Korea,online games,1833,56.0,Technology
1881,Lee Seo-hyun,$1.7 B,South Korea,Samsung,1833,47.0,Diversified
1882,Jimmy John Liautaud,$1.7 B,United States,sandwich chain,1833,57.0,Food & Beverage
1883,David Lichtenstein,$1.7 B,United States,real estate,1833,59.0,Real Estate
1884,Bill Liu,$1.7 B,China,electronics,1833,38.0,Technology
1885,Lu Di,$1.7 B,China,drones,1833,,Technology
1886,Ma Xiuhui,$1.7 B,China,LED lighting,1833,50.0,Manufacturing
1887,Sarah MacMillan,$1.7 B,United States,Cargill,1833,67.0,Food & Beverage
1888,Yves-Loic Martin,$1.7 B,France,laboratory services,1833,55.0,Healthcare
1889,Todd McKinnon,$1.7 B,United States,software,1833,49.0,Technology
1890,Shalom Meckenzie,$1.7 B,Israel,★,1833,44.0,Gambling & Casinos
1891,Gary Michelson,$1.7 B,United States,medical patents,1833,72.0,Healthcare
1892,Narendrakumar Parekh,$1.7 B,India,adhesives,1833,82.0,Manufacturing
1893,Jorge Perez,$1.7 B,United States,real estate,1833,71.0,Real Estate
1894,Markus Persson,$1.7 B,Sweden,computer games,1833,41.0,Media & Entertainment
1895,Nicholas Pritzker,$1.7 B,United States,"hotels, investments",1833,77.0,Finance & Investments
1896,Theodore Rachmat,$1.7 B,Indonesia,diversified,1833,77.0,Diversified
1897,Megdet Rahimkulov & family,$1.7 B,Russia,investments,1833,75.0,Finance & Investments
1898,Jerry Reinsdorf,$1.7 B,United States,sports teams,1833,85.0,Sports
1899,Mochtar Riady & family,$1.7 B,Indonesia,diversified,1833,91.0,Diversified
1900,Bianca Rinehart,$1.7 B,Australia,mining,1833,44.0,Metals & Mining
1901,Ginia Rinehart,$1.7 B,Australia,mining,1833,34.0,Metals & Mining
1902,Fernando Roig,$1.7 B,Spain,supermarkets,1833,73.0,Fashion & Retail
1903,Sheryl Sandberg,$1.7 B,United States,Facebook,1833,51.0,Technology
1904,Andres Santo Domingo,$1.7 B,United States,beer,1833,42.0,Food & Beverage
1905,Ivan Savvidis,$1.7 B,Russia,agribusiness,1833,62.0,Diversified
1906,Shao Genhuo,$1.7 B,China,agribusiness,1833,55.0,Food & Beverage
1907,Shao Qinxiang,$1.7 B,China,diversified,1833,66.0,Manufacturing
1908,Rajju Shroff,$1.7 B,India,agrochemicals,1833,87.0,Manufacturing
1909,Lucy Stitzer,$1.7 B,United States,Cargill,1833,61.0,Food & Beverage
1910,Djoko Susanto,$1.7 B,Indonesia,supermarkets,1833,71.0,Fashion & Retail
1911,Peter Szulczewski,$1.7 B,Canada,e-commerce,1833,39.0,Technology
1912,Vonnarat Tangkaravakoon,$1.7 B,Thailand,"wire & cables, paints",1833,49.0,Manufacturing
1913,Ion Tiriac,$1.7 B,Romania,"banking, insurance",1833,81.0,Finance & Investments
1914,Robert Toennies,$1.7 B,Germany,meat processing,1833,42.0,Food & Beverage
1915,Tung Ching Sai,$1.7 B,China,manufacturing,1833,56.0,Manufacturing
1916,Pavel Tykac,$1.7 B,Czechia,coal mines,1833,56.0,Metals & Mining
1917,Rufino Vigil Gonzalez,$1.7 B,Mexico,steel,1833,72.0,Metals & Mining
1918,Wang Junmin,$1.7 B,China,pharmaceuticals,1833,52.0,Healthcare
1919,Wang Yanqing & family,$1.7 B,China,carbon fiber products,1833,74.0,Manufacturing
1920,Charlotte Colket Weber,$1.7 B,United States,Campbell Soup,1833,78.0,Food & Beverage
1921,Hope Welker,$1.7 B,Australia,mining,1833,35.0,Metals & Mining
1922,Wu Ying,$1.7 B,China,materials,1833,56.0,Manufacturing
1923,Wu Yulan,$1.7 B,China,pharmaceuticals,1833,51.0,Healthcare
1924,Xie Weitong,$1.7 B,Taiwan,cobalt,1833,64.0,Metals & Mining
1925,Xu Xudong & family,$1.7 B,China,auto parts,1833,51.0,Automotive
1926,Yang Yunyun,$1.7 B,China,retail,1833,44.0,Fashion & Retail
1927,Ye Yanqiao,$1.7 B,China,soy sauce,1833,51.0,Food & Beverage
1928,Zeng Chaoyi,$1.7 B,China,aluminum products,1833,52.0,Manufacturing
1929,Zhang Guiping & family,$1.7 B,China,real estate,1833,69.0,Real Estate
1930,Faisal Bin Qassim Al Thani,$1.6 B,Qatar,"hotels, diversified",1931,73.0,Diversified
1931,Patricia Angelini Rossi,$1.6 B,Chile,"forestry, mining",1931,67.0,Diversified
1932,Lesley Bamberger,$1.6 B,Netherlands,real estate,1931,55.0,Real Estate
1933,William Boyd,$1.6 B,United States,"casinos, banking",1931,89.0,Gambling & Casinos
1934,Bernhard Braun-Luedicke,$1.6 B,Germany,medical technology,1931,44.0,Healthcare
1935,Eva Maria Braun-Luedicke,$1.6 B,Germany,medical technology,1931,34.0,Healthcare
1936,Friederike Braun-Luedicke,$1.6 B,Germany,medical technology,1931,37.0,Healthcare
1937,Amit Burman,$1.6 B,India,consumer goods,1931,51.0,Food & Beverage
1938,Jean-Pierre Cayard,$1.6 B,France,spirits,1931,78.0,Food & Beverage
1939,Chen Kaichen,$1.6 B,China,household chemicals,1931,,Manufacturing
1940,Chen Qiongxiang,$1.6 B,China,batteries,1931,,Energy
1941,Chen Xuehua,$1.6 B,China,nonferrous,1931,60.0,Metals & Mining
1942,Chen Yung-tai,$1.6 B,Taiwan,real estate,1931,85.0,Real Estate
1943,Chen Zemin & family,$1.6 B,China,food,1931,78.0,Food & Beverage
1944,Ryan Cohen,$1.6 B,Canada,investments,1931,35.0,Finance & Investments
1945,Norbert Dentressangle,$1.6 B,France,"transport, logistics",1931,66.0,Logistics
1946,Mohammed Dewji,$1.6 B,Tanzania,diversified,1931,45.0,Diversified
1947,Ding Lieming & family,$1.6 B,China,pharmaceuticals,1931,57.0,Healthcare
1948,Domenico Dolce,$1.6 B,Italy,luxury goods,1931,62.0,Fashion & Retail
1949,Lisa Draexlmaier,$1.6 B,Germany,auto parts,1931,30.0,Automotive
1950,Alfredo Egydio Arruda Villela Filho,$1.6 B,Brazil,banking,1931,51.0,Finance & Investments
1951,Daniel Feffer,$1.6 B,Brazil,pulp and paper,1931,61.0,Manufacturing
1952,Jorge Feffer,$1.6 B,Brazil,pulp and paper,1931,56.0,Manufacturing
1953,Ruben Feffer,$1.6 B,Brazil,pulp and paper,1931,51.0,Manufacturing
1954,Henrik Fisker,$1.6 B,United States,★,1931,57.0,Automotive
1955,Miguel Fluxa Rossello,$1.6 B,Spain,hotels,1931,82.0,Service
1956,Donald Foss,$1.6 B,United States,auto loans,1931,76.0,Automotive
1957,Susumu Fujita,$1.6 B,Japan,internet media,1931,47.0,Media & Entertainment
1958,Stefano Gabbana,$1.6 B,Italy,luxury goods,1931,58.0,Fashion & Retail
1959,Alexandre Grendene Bartelle,$1.6 B,Brazil,shoes,1931,71.0,Fashion & Retail
1960,Geeta Gupta-Fisker,$1.6 B,United Kingdom,★,1931,46.0,Automotive
1961,Heikki Herlin,$1.6 B,Finland,"elevators, escalators",1931,34.0,Manufacturing
1962,Asok Kumar Hiranandani,$1.6 B,Singapore,real estate,1931,66.0,Real Estate
1963,Niranjan Hiranandani,$1.6 B,India,real estate,1931,71.0,Real Estate
1964,Ho Hung Anh,$1.6 B,Vietnam,"consumer products, banking",1931,50.0,Finance & Investments
1965,Huang Zhengcong,$1.6 B,Hong Kong,electronics,1931,54.0,Technology
1966,"B. Wayne Hughes, Jr.",$1.6 B,United States,storage facilities,1931,60.0,Real Estate
1967,Jiang Yintai & family,$1.6 B,China,auto parts,1931,70.0,Automotive
1968,Michael Jordan,$1.6 B,United States,"Charlotte Hornets, endorsements",1931,58.0,Sports
1969,Ke Guihua,$1.6 B,China,auto parts,1931,55.0,Manufacturing
1970,Alexander Klyachin,$1.6 B,Russia,real estate,1931,53.0,Real Estate
1971,William Koch,$1.6 B,United States,"oil, investments",1931,80.0,Energy
1972,Sebastian Kulczyk,$1.6 B,Poland,diversified,1931,40.0,Finance & Investments
1973,Robert Langer,$1.6 B,United States,biotech,1931,72.0,Healthcare
1974,Manuel Lao Hernandez,$1.6 B,Spain,casinos,1931,76.0,Gambling & Casinos
1975,Michael Lee-Chin,$1.6 B,Canada,mutual funds,1931,70.0,Finance & Investments
1976,Li Li,$1.6 B,China,pharmaceuticals,1931,57.0,Healthcare
1977,Li Zhen & family,$1.6 B,China,lithium batteries,1931,57.0,Manufacturing
1978,Liang Yanfeng & family,$1.6 B,China,real estate,1931,56.0,Real Estate
1979,Jenny Lindén Urnes,$1.6 B,Sweden,powdered metal,1931,50.0,Manufacturing
1980,Liu Yingqi,$1.6 B,China,technology,1931,44.0,Technology
1981,Catherine Lozick,$1.6 B,United States,valve manufacturing,1931,75.0,Manufacturing
1982,Gary Magness,$1.6 B,United States,"cable TV, investments",1931,67.0,Media & Entertainment
1983,Mao Lixiang & family,$1.6 B,China,cooking appliances,1931,80.0,Technology
1984,David Mindus,$1.6 B,Sweden,real estate,1931,49.0,Real Estate
1985,Massimo Moratti,$1.6 B,Italy,oil refinery,1931,75.0,Energy
1986,Mario Moretti Polegato & family,$1.6 B,Italy,shoes,1931,68.0,Fashion & Retail
1987,Ni Zugen,$1.6 B,China,appliances,1931,64.0,Manufacturing
1988,Kentaro Ogawa,$1.6 B,Japan,restaurants,1931,72.0,Food & Beverage
1989,Tomas Olivo Lopez,$1.6 B,Spain,shopping centers,1931,47.0,Real Estate
1990,Rubens Ometto Silveira Mello,$1.6 B,Brazil,"sugar, ethanol",1931,71.0,Energy
1991,Pan Gang,$1.6 B,China,dairy,1931,50.0,Food & Beverage
1992,Ajay Parekh,$1.6 B,India,adhesives,1931,63.0,Manufacturing
1993,David Paul,$1.6 B,United States,medical devices,1931,54.0,Healthcare
1994,Nelson Peltz,$1.6 B,United States,investments,1931,78.0,Finance & Investments
1995,Petro Poroshenko,$1.6 B,Ukraine,confectionery,1931,55.0,Food & Beverage
1996,G. Rajendran,$1.6 B,India,jewellery,1931,78.0,Fashion & Retail
1997,P.P. Reddy,$1.6 B,India,infrastructure,1931,63.0,Construction & Engineering
1998,Francisco Jose Riberas Mera,$1.6 B,Spain,"steel, autoparts",1931,56.0,Manufacturing
1999,Juan Maria Riberas Mera,$1.6 B,Spain,"steel, investments",1931,52.0,Metals & Mining
2000,Subhash Runwal,$1.6 B,India,real estate,1931,77.0,Real Estate
2001,Deniz Sahenk,$1.6 B,Turkey,diversified,1931,75.0,Diversified
2002,Bhadresh Shah,$1.6 B,India,engineering,1931,69.0,Manufacturing
2003,Shen Hua & family,$1.6 B,United States,semiconductors,1931,58.0,Technology
2004,Barry Silbert,$1.6 B,United States,cryptocurrency,1931,44.0,Finance & Investments
2005,Leonid Simanovsky,$1.6 B,Russia,investments,1931,71.0,Finance & Investments
2006,Peter Sperling,$1.6 B,United States,education,1931,61.0,Service
2007,Sun Weijie,$1.6 B,China,oilfield equipment,1931,57.0,Manufacturing
2008,Tang Jianfang,$1.6 B,China,packaged foods,1931,,Food & Beverage
2009,Prachak Tangkaravakoon,$1.6 B,Thailand,paints,1931,77.0,Manufacturing
2010,Clemens Toennies,$1.6 B,Germany,meat processing,1931,64.0,Food & Beverage
2011,Tran Ba Duong & family,$1.6 B,Vietnam,automotive,1931,61.0,Automotive
2012,Tseng Cheng,$1.6 B,Taiwan,petrochemicals,1931,59.0,Manufacturing
2013,Tung Ching Bor,$1.6 B,China,manufacturing,1931,58.0,Manufacturing
2014,Shigefumi Wada,$1.6 B,Japan,software,1931,68.0,Technology
2015,Wang Qinghua,$1.6 B,China,electric equipment,1931,55.0,Manufacturing
2016,Wang Xuechao,$1.6 B,China,pharmaceuticals,1931,,Healthcare
2017,Wang Yiran,$1.6 B,China,LCD main board,1931,41.0,Technology
2018,Myron Wentz,$1.6 B,St. Kitts and Nevis,health products,1931,81.0,Fashion & Retail
2019,Ian Wood & family,$1.6 B,United Kingdom,energy services,1931,78.0,Energy
2020,Wu Chaoqun,$1.6 B,China,chemicals,1931,51.0,Manufacturing
2021,Wu Yingming,$1.6 B,China,batteries,1931,54.0,Energy
2022,Xie Bingkun & family,$1.6 B,China,pearlescent pigments,1931,54.0,Fashion & Retail
2023,Xiu Laigui,$1.6 B,China,pharmaceuticals,1931,66.0,Healthcare
2024,Yang Erzhu,$1.6 B,China,real estate,1931,70.0,Real Estate
